Code gare;Intitul̩ gare;Nombre plateformes;Segment DRG;UIC;Unit̩ gare;TVS;Code postal;Commune;D̩partement - Commune;D̩partement;R̩gion;Agence G&C;R̩gion SNCF;Niveau de service;Longitude WGS 84;Latitude WGS 84;Date fin validit̩ gare
1843;Auffay;1;b;87415158;;AUF;76720;Auffay;76-034;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.098441;49.716044  ;
1844;Longueville-sur-Scie;1;c;87415141;;LEV;76590;Longueville-sur-Scie;76-397;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.1103434;49.7917558;
1845;Saint-Aubin-sur-Scie;1;c;87415125;;SBE;76550;Saint-Aubin-sur-Scie;76-565;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.0666642;49.8717479;
1846;Dieppe;1;b;87415018;;DEV;76200;Dieppe;76-217;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;2;1.081133;49.921788  ;
1847;Rolleville;1;c;87413740;;ROL;76133;Rolleville;76-534;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.2157828;49.5820461;
1848;��pouville;1;c;87413732;;EPU;76133;��pouville;76-238;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.2236662;49.563814;
1849;Montivilliers;1;c;87413724;;MVL;76290;Montivilliers;76-447;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.189426;49.5429758;
1850;Jacques Monod la Demi-Lieue;1;c;87413716;;JAC;76290;Harfleur;76-341;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.1861468;49.5269596;
1851;Harfleur Halte;1;c;87413708;;HRF;76700;Harfleur;76-341;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.192085;49.5059181;
1852;F̩camp;1;b;87413542;;FEC;76400;F̩camp;76-259;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.375287;49.759277 ;
1853;Yvetot;1;b;87413385;;YVT;76190;Yvetot;76-758;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;2;0.750115;49.622035  ;
1854;Foucart - Alvimare;1;c;87413377;;FTA;76640;Foucart;76-279;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.5969601;49.608289;
1855;Bolbec - Nointot;1;c;87413351;;BNT;76210;Bolbec;76-114;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.48482;49.5914657;
1856;Br̩aut̩ - Beuzeville;1;b;87413344;;BTB;76110;Goderville;76-302;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;2;0.417489;49.603396  ;
1857;Virville - Manneville;1;c;87413336;;VVZ;76110;Virville;76-747;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.3541609;49.5835958;
1858;��tainhus - Saint-Romain;1;c;87413328;;EAH;76430;��tainhus;76-250;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.3310234;49.5612151;
1859;Saint-Laurent - Gainneville;1;c;87413310;;XLG;76700;Saint-Laurent-de-Br̬vedent;76-596;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.2522963;49.5285649;
1860;Harfleur;1;c;87413302;;HAF;76700;Harfleur;76-341;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.1989828;49.5136336;
1861;Le Havre Graville;1;c;87413203;;LHG;76600;Havre;76-351;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.1608551;49.4998007;
1862;Le Havre;1;a;87413013;;LHA;76600;Havre;76-351;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;2; 0.125677;49.492996;
1863;Cl̬res;1;b;87411819;;CRS;76690;Cl̬res;76-179;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.106184;49.598964;
1864;Montville;1;b;87411801;;MVE;76710;Montville;76-452;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.070046;49.551284;
1865;Serqueux;1;c;87411470;;SEQ;76440;Serqueux;76-672;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.5395267;49.6315093;
1866;Sommery;1;c;87411462;;SKY;76440;Sommery;76-678;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.4353726;49.6297244;
1867;Mont̩rolier - Buchy;1;c;87411454;;MBY;76680;Mont̩rolier;76-445;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.3347457;49.6031854;
1868;Longuerue - Vieux-Manoir;1;c;87411447;;LWM;76750;Vieux-Manoir;76-738;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.2762275;49.5566781;
1869;Morgny;1;c;87411439;;MGN;76750;Morgny-la-Pommeraye;76-453;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.2478526;49.5232183;
1870;Saint-Martin-du-Vivier;1;c;87411413;;XVV;76160;Saint-Martin-du-Vivier;76-617;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.1615438;49.4704151;
1872;Motteville;1;c;87411280;;MOT;76970;Motteville;76-456;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.8497988;49.6365717;
1873;Pavilly;1;b;87411272;;PSB;76570;Pavilly;76-495;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.950644;49.563897;
1874;Barentin;1;b;87411264;;BTM;76360;Barentin;76-057;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;0.953517;49.549123;
1875;Malaunay - Le Houlme;1;c;87411256;;MUA;76770;Houlme;76-366;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.0395776;49.5133331;
1876;Maromme;1;b;87411249;;MRM;76150;Maromme;76-410;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.050485;49.479935;
1877;Sotteville;1;c;87411223;;SOV;76300;Sotteville-l̬s-Rouen;76-681;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.102362;49.4129479;
1878;Saint-��tienne-du-Rouvray;1;c;87411215;;SDR;76800;Saint-��tienne-du-Rouvray;76-575;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.1095673;49.3771553;
1879;Oissel;1;b;87411207;;OSL;76350;Oissel;76-484;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.101799;49.343060;
1880;Tourville;1;c;87411181;;TVI;27370;Glos-sur-Risle;27-288;Eure;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.098964;49.3248177;
1881;Elbeuf - Saint-Aubin;1;b;87411173;;ESA;76500;Saint-Aubin-l̬s-Elbeuf;76-561;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;1;1.009930;49.302766;
1882;Rouen Rive Droite;1;a;87411017;;RRD;76000;Rouen;76-540;Seine-Maritime;Haute-Normandie;AG Manche-Nord;REGION NORMANDIE;3; 1.094087;49.448764;
1884;Colmar M̩sanges;1;c;87402297;;CXM;68000;Colmar;68-066;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.3336703;48.0860048;
1885;Mouans-Sartoux;1;b;87401323;;MUU;6370;Mouans-Sartoux;06-084;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.974114;43.620318;
1886;Magneux - Courlandon;1;c;87400986;;MXN;51170;Magneux;51-337;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;3.7331444;49.3100006;
1887;Clermont la Rotonde;1;c;87396895;;RTD;63000;Clermont-Ferrand;63-113;Puy-de-D̫me;Auvergne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.0909704;45.7680954;
1888;Ch̢teau-du-Loir;1;b;87396606;;CDL;72500;Ch̢teau-du-Loir;72-071;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.414912;47.683392;
1889;Vaas;1;c;87396598;;VAH;72500;Vaas;72-364;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.3165096;47.6707702;
1890;Mayet;1;c;87396580;;MYT;72360;Mayet;72-191;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.2659384;47.7601465;
1891;Aubign̩-Racan;1;c;87396572;;ABG;72800;Aubign̩-Racan;72-013;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.2657714;47.686945;
1892;��commoy;1;b;87396564;;ECO;72220;��commoy;72-124;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.2691867;47.8246286;
1893;Laign̩ - Saint-Gervais;1;c;87396556;;LSG;72220;Saint-Gervais-en-Belin;72-287;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.2172097;47.8740074;
1894;Arnage;1;c;87396549;;AAG;72230;Arnage;72-008;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.1898826;47.9285663;
1895;Sabl̩-sur-Sarthe;1;b;87396408;;SAB;72300;Sabl̩-sur-Sarthe;72-264;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;2;-0.3419359;47.8415934;
1896;Noyen;1;c;87396374;;NON;72430;Noyen-sur-Sarthe;72-223;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;-0.0981755;47.8744544;
1897;La Suze;1;b;87396366;;LSZ;72210;Suze-sur-Sarthe;72-346;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.0266367;47.8919891;
1898;Voivres;1;c;87396358;;VOI;72210;Voivres-l̬s-le-Mans;72-381;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.0853466;47.9304199;
1899;Le Theil - La Rouge;1;c;87396333;;LFQ;61260;Rouge;61-356;Orne;Basse-Normandie;AG Manche-Nord;REGION DE PARIS RIVE GAUCHE;1;0.6944581;48.2672964;
1900;La Fert̩-Bernard;1;b;87396325;;LFB;72400;Fert̩-Bernard;72-132;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.639711;48.1864887;
1901;Sceaux - Bo��ss̩;1;c;87396317;;SBO;72160;Bo��ss̩-le-Sec;72-038;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.5724063;48.1221004;
1902;Connerr̩ - Beill̩;1;b;87396309;;COB;72160;Beill̩;72-031;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.48687;48.0735;
1903;Montfort-le-Gesnois;1;c;87396291;;MLG;72450;Montfort-le-Gesnois;72-241;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.4064237;48.0405657;
1904;Saint-Mars-la-Bri̬re;1;c;87396283;;SRL;72470;Saint-Mars-la-Bri̬re;72-300;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.3656778;48.0285239;
1905;Champagn̩;1;c;87396275;;CGZ;72470;Champagn̩;72-054;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.3352253;48.0197118;
1906;Rouess̩-Vass̩;1;c;87396259;;REE;72140;Rouess̩-Vass̩;72-255;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;-0.1995868;48.1602933;
1907;Sill̩-le-Guillaume;1;b;87396234;;SLG;72140;Sill̩-le-Guillaume;72-334;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;-0.1289696;48.1818735;
1908;Criss̩;1;c;87396226;;CIK;72140;Criss̩;72-109;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;-0.0659101;48.1681334;
1909;Conlie;1;c;87396218;;CIE;72240;Conlie;72-089;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;-0.0113736;48.1272909;
1910;Domfront;1;c;87396200;;DFO;72240;Domfront-en-Champagne;72-119;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.0262592;48.1076766;
1911;La Hutte Coulombiers;1;c;87396093;;LHU;72130;Saint-Germain-sur-Sarthe;72-284;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.1056788;48.303495;
1912;Vivoin - Beaumont;1;c;87396077;;VBT;72170;Vivoin;72-380;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.1447829;48.2302093;
1913;Teill̩;1;c;87396051;;TEI;72290;Teill̩;72-349;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.1913397;48.1812341;
1914;Montbizot;1;c;87396044;;MBZ;72380;Montbizot;72-205;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.1908607;48.151513;
1915;La Guierche;1;c;87396036;;GUH;72380;Guierche;72-147;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.1931016;48.1138773;
1916;Neuville;1;c;87396028;;NER;72190;Neuville-sur-Sarthe;72-217;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;1;0.1997294;48.0705577;
1917;Le Mans;1;a;87396002;;LEN;72000;Mans;72-181;Sarthe;Pays de la Loire;AG Centre-Ouest;REGION PAYS DE LA LOIRE;3; 0.190140;47.995034;
1918;Courtalain - Saint-Pellerin;1;c;87394494;;CWP;28290;Saint-Pellerin;28-356;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.1270043;48.0735988;
1919;Arrou;1;c;87394486;;AOU;28290;Arrou;28-012;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.1285567;48.0997945;
1920;Brou;1;c;87394452;;BRO;28160;Brou;28-061;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.1606705;48.2157588;
1921;Illiers-Combray;1;b;87394437;;ILC;28120;Illiers-Combray;28-196;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.2448745;48.303937;
1922;Magny - Blandainville;1;c;87394429;;MBW;28120;Magny;28-225;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.2811066;48.3342906;
1923;Bailleau-le-pin;1;c;87394411;;BAP;28120;Bailleau-le-Pin;28-021;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.3248851;48.3668028;
1924;La Taye;1;c;87394403;;LTA;28110;Saint-Georges-sur-Eure;28-337;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.3734019;48.4077566;
1925;Nogent-le-Rotrou;1;b;87394296;;NGR;28400;Nogent-le-Rotrou;28-280;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;0.8103045;48.3255926;
1926;Cond̩-sur-Huisne;1;c;87394288;;CDH;61110;Cond̩-sur-Huisne;61-116;Orne;Basse-Normandie;AG Manche-Nord;REGION DE PARIS RIVE GAUCHE;1;0.8487023;48.3834826;
1927;Bretoncelles;1;c;87394270;;BTO;61110;Bretoncelles;61-061;Orne;Basse-Normandie;AG Manche-Nord;REGION DE PARIS RIVE GAUCHE;1;0.8923825;48.4326737;
1928;La Loupe;1;b;87394254;;LLP;28240;Loupe;28-214;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.0109416;48.4737398;
1929;Pontgouin;1;c;87394247;;PNN;28190;Pontgouin;28-302;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.1414359;48.477867;
1930;Courville-sur-Eure;1;b;87394221;;CVB;28190;Courville-sur-Eure;28-116;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.234836;48.451236;
1931;Saint-Aubin - Saint-Luperce;1;c;87394213;;SBP;28300;Saint-Aubin-des-Bois;28-325;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.3318387;48.4476422;
1932;Amilly Ouerray;1;c;87394205;;AMY;28300;Amilly;28-006;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.3892882;48.4381825;
1933;La Villette Saint-Prest;1;b;87394171;;VTP;28300;Saint-Prest;28-358;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.5228734;48.4827197;
1934;Jouy;1;b;87394155;;JOY;28300;Jouy;28-201;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.5573972;48.5102582;
1935;Saint-Piat;1;b;87394148;;SPI;28130;Saint-Piat;28-357;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.5904889;48.5429526;
1936;Maintenon;1;b;87394130;;MTN;28130;Maintenon;28-227;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.5920651;48.5854793;
1937;��pernon;1;b;87394114;;EPN;28230;��pernon;28-140;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.6812578;48.6052471;
1938;Luc̩;1;c;87394015;;LCJ;28110;Luc̩;28-218;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.4529681;48.4366725;
1939;Chartres;1;b;87394007;;CHH;28000;Chartres;28-085;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;2;1.4813128;48.4482023;
1940;Montfort-l'Amaury - M̩r̩;1;b;87393892;;MLM;78490;M̩r̩;78-389;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.8153507;48.80224;
1941;Villiers - Neauphle - Pontchartrain;1;b;87393884;;VEH;78640;Villiers-Saint-Fr̩d̩ric;78-683;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.876934489891097;48.81550666129636;
1942;Noisy-le-Roi;1;b;87393876;;NIO;78590;Noisy-le-Roi;78-455;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;2.0618388;48.8415189;
1943;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;1;b;87393843;;SQY;78180;Montigny-le-Bretonneux;78-423;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.04523;48.78657;
1944;Trappes;1;b;87393835;;TVO;78190;Trappes;78-621;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.0066335;48.7751158;
1945;Massy TGV;1;a;87393702;;MPW;91300;Massy;91-377;Essonne;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;2; 2.261254;48.725758;
1946;Petit Vaux;1;b;87393652;;PVY;91360;��pinay-sur-Orge;91-216;Essonne;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.3339755;48.675859;
1947;Gravigny Balizy;1;b;87393645;;GBI;91160;Longjumeau;91-345;Essonne;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.317846;48.6851718;
1948;Chilly-Mazarin;1;b;87393637;;CAZ;91380;Chilly-Mazarin;91-161;Essonne;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.3081837;48.7004413;
1949;Plaisir - Les Clayes;1;b;87393629;;PIE;78370;Plaisir;78-490;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.9600537;48.8304565;
1950;Longjumeau;1;b;87393611;;LJU;91160;Longjumeau;91-345;Essonne;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.2943957;48.7020364;
1951;Bourth;1;c;87393603;;BUT;27580;Bourth;27-108;Eure;Haute-Normandie;AG Manche-Nord;REGION DE PARIS RIVE GAUCHE;1;0.804747;48.7658425;
1952;Verneuil-sur-Avre;1;b;87393595;;VEA;27130;Verneuil-sur-Avre;27-679;Eure;Haute-Normandie;AG Manche-Nord;REGION DE PARIS RIVE GAUCHE;1;0.9291925;48.7424857;
1953;Tilli̬res-sur-Avre;1;c;87393587;;TLS;27570;Tilli̬res-sur-Avre;27-643;Eure;Haute-Normandie;AG Manche-Nord;REGION DE PARIS RIVE GAUCHE;1;1.0545647;48.7608617;
1954;Massy - Palaiseau;1;b;87393579;;MPU;91300;Massy;91-377;Essonne;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.2575281;48.7264211;
1955;Igny;1;b;87393561;;IGY;91430;Igny;91-312;Essonne;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.2313626;48.7399008;
1956;Nonancourt;1;c;87393553;;NCO;27320;Nonancourt;27-438;Eure;Haute-Normandie;AG Manche-Nord;REGION DE PARIS RIVE GAUCHE;1;1.1929162;48.7757257;
1957;Bi̬vres;1;b;87393546;;BSI;91570;Bi̬vres;91-064;Essonne;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.2157279;48.7513289;
1958;Vauboyen;1;b;87393538;;VBO;78350;Jouy-en-Josas;78-322;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.192119;48.7590575;
1959;Saint-Germain - Saint-R̩my;1;c;87393520;;SMK;27320;Saint-Germain-sur-Avre;27-548;Eure;Haute-Normandie;AG Manche-Nord;REGION DE PARIS RIVE GAUCHE;1;1.2572208;48.7585;
1960;Jouy-en-Josas;1;b;87393512;;JAS;78350;Jouy-en-Josas;78-322;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.1635294;48.7650042;
1961;Petit Jouy Les Loges;1;b;87393504;;PJZ;78350;Jouy-en-Josas;78-322;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.1470148;48.7709430;
1962;Dreux;1;b;87393488;;DRX;28100;Dreux;28-134;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;2;1.3701604;48.7314561;
1963;Marchezais - Brou̩;1;b;87393470;;MBR;28410;Brou̩;28-062;Eure-et-Loir;Centre;AG Centre-Ouest;REGION DE PARIS RIVE GAUCHE;1;1.513444;48.7684736;
1964;Houdan;1;b;87393462;;HOA;78550;Houdan;78-310;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.6027371;48.7958005;
1965;Tacoigni̬res - Richebourg;1;b;87393454;;TAE;78910;Tacoigni̬res;78-605;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.6689566;48.8295827;
1966;Orgerus - B̩houst;1;b;87393447;;OGB;78910;Orgerus;78-465;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.7028344;48.8267809;
1967;Garanci̬res - La Queue;1;b;87393439;;GAQ;78890;Garanci̬res;78-265;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.7647546;48.8106338;
1968;Plaisir - Grignon;1;b;87393421;;PGS;78370;Plaisir;78-490;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.9432973;48.8316509;
1969;Villepreux - Les Clayes;1;b;87393413;;VEP;78340;Clayes-sous-Bois;78-165;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.9930652;48.8239168;
1970;Fontenay-le-Fleury;1;b;87393405;;FAF;78330;Fontenay-le-Fleury;78-242;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.0404603;48.8074032;
1971;Beynes;1;b;87393363;;BYS;78650;Beynes;78-062;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.8755696;48.8593599;
1972;Gazeran;1;b;87393348;;GZA;78125;Gazeran;78-269;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.7718857;48.6259183;
1973;Pont du Garigliano - H̫pital Europ̩en Georges Pompidou;1;b;87393322;;BVI;75015;Paris;75-056;Paris;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.2712276;48.839464;
1974;Rambouillet;1;b;87393314;;RBT;78120;Rambouillet;78-517;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.83154;48.64377;
1975;Issy Val de Seine;1;b;87393306;;ISP;92130;Issy-les-Moulineaux;92-040;Hauts-de-Seine;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.2635936;48.8295555;
1976;Le Perray;1;b;87393298;;LPE;78610;Perray-en-Yvelines;78-486;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.856057;48.6933406;
1977;Les Essarts-le-Roi;1;b;87393280;;LSI;78690;Essarts-le-Roi;78-220;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.8904047;48.7217171;
1978;Coigni̬res;1;b;87393272;;CGW;78310;Coigni̬res;78-168;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.920809;48.7437672;
1979;La Verri̬re;1;b;87393256;;VYL;78320;Verri̬re;78-644;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;1.943674;48.7556954;
1980;Saint-Cyr;1;b;87393223;;SCR;78210;Saint-Cyr-l'��cole;78-545;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.0733739;48.7990666;
1981;Viroflay Rive Gauche;1;b;87393215;;VFG;78220;Viroflay;78-686;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.1711466;48.800517;
1982;Chaville Rive Gauche;1;b;87393207;;CVI;92370;Chaville;92-022;Hauts-de-Seine;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.1882472;48.8047497;
1983;Chaville - V̩lizy;1;b;87393173;;CHV;92370;Viroflay;78-686;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.1845267;48.7998005;
1984;Porchefontaine;1;b;87393165;;POA;78000;Versailles;78-646;Yvelines;�_le-de-France;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;2.1540156;48.7969381;
